,Номер паспорта,Фамилия,Имя,Отчество,Дата рождения,Пол,Год получения прав,КП во время учёбы,Количество попыток сдачи эказмена,Название автошколы,Код региона получения прав
806,2745702650,Быков,Варлаам,Марсович,1971-08-12,М,2011,M,3,Жигули,71
807,4516009708,Гуляева,Прасковья,Степановна,1972-09-30,Ж,2017,M,1,Новый вираж,70
808,5917927181,Потапова,Олимпиада,Львовна,1955-02-18,Ж,2011,M,5,Авто-Лига,21
809,5471376406,Стрелкова,Евпраксия,Алексеевна,1956-10-17,Ж,2013,А,1,Авто-Импульс,24
810,5835848546,Денисова,Тамара,Борисовна,1985-02-15,Ж,2019,M,5,Чайка,55
811,9402160081,Тетерин,Семен,Викторович,1996-12-22,М,2017,M,3,АвтоАс,59
812,6541812674,Тетерин,Евстигней,Афанасьевич,1966-08-06,М,2014,M,3,Автоотличник,76
813,9998939805,Абрамова,Алина,Тимофеевна,1965-01-05,Ж,2007,M,3,Авто-Импульс,34
814,5256706837,Белякова,Зоя,Феликсовна,1965-01-21,Ж,2007,M,1,Авто-Механика,40
815,4279023344,Рожков,Сократ,Демидович,1970-09-06,М,1989,А,5,Стрела,42
816,1050942531,Якушев,Порфирий,Архипович,1990-07-30,М,2021,А,4,Азбука вождения,67
817,1210654114,Козлов,Никанор,Феликсович,1985-02-24,М,2012,А,2,Онега,25
818,8259005112,Стрелкова,Надежда,Аркадьевна,1955-01-30,Ж,1977,А,5,Автолюбитель,2
819,3622218642,Фадеева,Алевтина,Семеновна,1996-10-09,Ж,2019,M,2,Авто-Профи,67
820,0051086889,Лобанов,Адам,Жоресович,1986-03-28,М,2014,А,5,Восток-ралли,33
821,3092828002,Савина,Майя,Валериевна,1988-06-21,Ж,2015,M,4,АртДрайв,92
822,1556801906,Александров,Александр,Иосипович,1956-03-20,М,1985,А,4,Водитель,5
823,5679441376,Пестов,Аристарх,Владленович,1959-10-09,М,2015,M,4,Арго,20
824,6551379809,Беспалова,Галина,Харитоновна,1954-02-13,Ж,1995,А,3,Метеор,53
825,6644706705,Галкин,Мстислав,Тихонович,1954-03-16,М,1998,А,3,Ралли Шоп,13
826,1664425341,Красильников,Лев,Гертрудович,1955-04-18,М,2005,А,2,Курсор,9
827,8743541830,Кабанова,Элеонора,Ждановна,1984-09-03,Ж,2018,M,2,Меркурий,4
828,5411103391,Лаврентьев,Изяслав,Антонович,1983-02-19,М,2016,M,2,Транс-Миссия,54
829,1729903985,Вишнякова,Алевтина,Львовна,1978-09-30,Ж,2015,А,4,Молодость,69
830,8863481922,Никифорова,Елизавета,Станиславовна,1953-08-19,Ж,1987,А,3,Луч,11
831,1822631799,Борисова,Марина,Кузьминична,1981-06-20,Ж,2008,M,1,Ментор,9
832,9814299118,Мартынова,Антонина,Анатольевна,1964-02-28,Ж,2020,M,3,Флагман,49
833,8710285634,Фролова,Лора,Мироновна,1987-07-18,Ж,2010,А,5,Стажер,27
834,6218472289,Котов,Фотий,Харитонович,1987-08-29,М,2021,M,4,Пилот,36
835,5262723599,Куликов,Лукьян,Глебович,1993-09-13,М,2020,M,4,Ротор,63
836,0721181872,Зимин,Карп,Захарьевич,1960-02-28,М,2020,M,5,Автодрайвер,26
837,4156808724,Гущина,Нонна,Вячеславовна,1967-11-22,Ж,1996,А,1,Автокласс,23
838,7774162836,Авдеев,Артемий,Авдеевич,1964-11-04,М,1995,А,3,Автоотличник,52
839,7449917650,Рыбакова,Нонна,Вадимовна,2001-09-02,Ж,2020,M,1,Мир,50
840,2366569198,Ситников,Нифонт,Витальевич,1994-07-09,М,2015,M,5,Конкорд,13
841,7086435137,Орехов,Август,Борисович,2000-08-26,М,2018,M,5,Шанс,46
842,4358203038,Гусева,Нинель,Васильевна,1993-12-27,Ж,2015,M,5,Первоклассная,43
843,9500730018,Никитина,Анастасия,Владимировна,1954-05-07,Ж,2021,M,3,Пятое колесо,79
844,8095128966,Абрамов,Сидор,Витальевич,2001-01-08,М,2019,А,3,Дюк,52
845,8587225778,Ершова,Лора,Тимуровна,1971-09-16,Ж,2018,M,1,Экипаж,87
846,0370494253,Афанасьев,Иосиф,Федотович,1997-09-30,М,2020,А,1,Шумахер,31
847,3952164973,Давыдова,Октябрина,Филипповна,1971-12-22,Ж,2019,А,1,Дакар,7
848,3472434478,Денисов,Вениамин,Ефстафьевич,1980-07-10,М,2012,А,2,Пилот,46
849,7784456032,Фролова,Татьяна,Константиновна,1978-12-13,Ж,2016,M,3,Луч,15
850,6844503589,Блинов,Георгий,Игоревич,1980-11-02,М,2004,А,5,Учебка,41
851,4941752440,Афанасьев,Пахом,Игнатьевич,1979-01-19,М,2000,M,3,Авто-Профи,23
852,9924189843,Соболев,Панкратий,Августович,1990-06-12,М,2020,А,3,Авто-Импульс,30
853,2506062179,Логинова,Екатерина,Алексеевна,1960-10-24,Ж,2003,M,3,Филин,60
854,0430133348,Ширяев,Никандр,Ермолаевич,1966-05-02,М,1992,А,1,Восток-ралли,10
855,9014888852,Кудрявцев,Аким,Владиленович,1996-11-27,М,2016,M,3,Водитель,69
856,9522535030,Молчанов,Никодим,Бориславович,1993-05-14,М,2021,M,2,Бумеранг,77
857,6461360643,Шестаков,Савва,Викторович,1973-01-24,М,2020,А,5,Город,43
858,6794535048,Воронцов,Евграф,Изотович,1951-08-27,М,1982,M,3,Звездный мост,35
859,1297416175,Лихачева,Элеонора,Святославовна,1965-11-23,Ж,1992,А,3,Автомобилист,42
860,8315170100,Горбачева,Глафира,Мироновна,1965-02-14,Ж,2004,А,5,Пора за руль,61
861,3208573412,Калинина,Вероника,Валентиновна,1999-07-24,Ж,2019,А,4,Мотор,20
862,1474475160,Виноградова,Милица,Эльдаровна,1982-12-09,Ж,2001,M,3,Балтик-Стар,55
863,5664842549,Кононова,Антонина,Захаровна,1954-02-06,Ж,1997,M,2,Хайвэй,8
864,1621619268,Агафонова,Анастасия,Ниловна,1995-04-08,Ж,2017,А,1,Юность,76
865,3201375945,Белоусова,Антонина,Анатольевна,1991-09-06,Ж,2014,А,1,Престиж,65
866,5178396071,Трофимов,Наум,Иосипович,1965-01-04,М,1998,M,3,Автолайф,45
867,8221441058,Михеев,Ираклий,Владиленович,1963-09-07,М,2005,А,2,Пилот,83
868,6641670837,Субботина,Анастасия,Юрьевна,1967-11-30,Ж,2000,А,5,Новый вираж,86
869,6595248045,Борисов,Иннокентий,Федосеевич,2001-08-10,М,2021,M,4,АвтоГарвард,60
870,8018998743,Соколов,Епифан,Адамович,1979-07-15,М,2011,M,1,АртДрайв,44
871,0154650633,Зимина,Иванна,Захаровна,1952-04-24,Ж,1999,А,3,Шанс,37
872,3313612541,Потапов,Галактион,Димитриевич,1985-08-06,М,2010,M,5,Клаксон,35
873,3699498270,Семенов,Натан,Иосипович,1993-04-02,М,2016,А,1,Фортуна,45
874,6275291867,Зимин,Харлампий,Федосьевич,1961-09-23,М,2000,А,3,Балтик-Стар,63
875,0793959245,Белякова,Алла,Владиславовна,2002-07-15,Ж,2020,M,4,Новая Автошкола,7
876,9268222719,Никитин,Лаврентий,Артемьевич,1965-05-07,М,1993,А,1,Топ Драйв,61
877,5679069546,Фокина,Синклитикия,Валентиновна,1993-04-09,Ж,2015,А,5,Эстакада,22
878,6421420888,Семенов,Мартьян,Геннадиевич,1976-06-19,М,2001,M,4,Новый вираж,62
879,5527331850,Шестакова,Анна,Леоновна,1979-12-17,Ж,2005,А,3,Престиж,52
880,4037827341,Дементьева,Агата,Рудольфовна,1981-07-03,Ж,2019,А,2,Тутти плюс,62
881,2097516878,Сысоева,Надежда,Юрьевна,1980-11-13,Ж,2017,А,4,Престиж,2
882,8447891248,Галкин,Мстислав,Александрович,1980-07-17,М,2021,А,2,Автолайн,30
883,4635667735,Рыбаков,Бронислав,Фролович,1980-05-19,М,2007,А,3,Конкорд,6
884,6361677193,Бобылева,Зинаида,Степановна,1981-11-29,Ж,2006,А,1,Первая миля,79
885,2700050996,Муравьева,Жанна,Алексеевна,1987-04-16,Ж,2007,А,5,Золотой руль,29
886,8604830910,Горбунова,София,Валериевна,1979-03-13,Ж,2008,M,3,Балтик-Стар,13
887,5291844533,Костина,Юлия,Робертовна,1959-11-23,Ж,1982,M,5,Новые горизонты,27
888,7998652944,Гаврилов,Фирс,Афанасьевич,1965-02-07,М,1999,M,4,Авангард,6
889,1199048735,Голубева,Агафья,Болеславовна,2002-09-25,Ж,2020,M,4,Физика вождения,5
890,1058948265,Котова,Ангелина,Павловна,2001-02-03,Ж,2021,А,1,Автокласс,11
891,3640166457,Константинов,Богдан,Арсеньевич,1986-05-27,М,2016,M,2,Автознание,54
892,4784235759,Колобов,Прохор,Арсеньевич,1983-09-21,М,2019,А,5,Авто-Лада,52
893,9773664030,Чернова,Зоя,Даниловна,1972-03-13,Ж,1994,M,5,Автомиг,17
894,7814656339,Быков,Мартын,Авдеевич,1988-09-01,М,2019,M,1,Легион,7
895,6493451491,Устинова,Евфросиния,Аскольдовна,1965-12-13,Ж,1991,А,1,Эксперт,16
896,0736048798,Герасимов,Никон,Еремеевич,1961-05-04,М,1989,M,4,Автобан,50
897,9439047030,Емельянов,Игорь,Гавриилович,1980-07-09,М,2000,А,1,Ягуар,10
898,9475817067,Степанов,Доброслав,Артемьевич,1964-07-04,М,2009,M,1,Авангард,34
899,6280357398,Громова,Ирина,Вадимовна,1962-02-15,Ж,1987,А,5,Автоотличник,28
900,1722209548,Лазарева,Елена,Тимуровна,1971-08-21,Ж,2001,А,3,Пятое колесо,79
901,3353299625,Кондратьева,Любовь,Харитоновна,2000-03-14,Ж,2019,А,2,Антей,62
902,4319043604,Пестова,Регина,Тарасовна,1988-07-24,Ж,2007,M,4,Автостиль,29
903,2802462458,Павлов,Никифор,Антонович,1981-04-30,М,2018,M,1,Универсал,57
904,5881262709,Артемьева,Жанна,Егоровна,1951-04-03,Ж,2009,M,4,Цифры,4
905,4986673224,Давыдова,Виктория,Львовна,1959-05-31,Ж,2007,M,1,Автогалактика,38
906,8102446145,Панфилов,Прохор,Венедиктович,1956-09-01,М,1975,А,4,Малина,76
907,4167891747,Галкин,Феликс,Матвеевич,1961-05-03,М,1987,А,5,Профи,54
908,3993934844,Копылова,Алина,Геннадиевна,1966-06-07,Ж,1998,M,2,Мустанг,76
909,9414995049,Кабанов,Наум,Ерофеевич,1956-05-22,М,2014,А,3,Пора за руль,66
910,3348529993,Мельников,Каллистрат,Харлампович,1978-02-19,М,2014,А,5,Кабриолет,12
911,4023136906,Меркушева,Клавдия,Аскольдовна,1993-09-25,Ж,2011,M,5,Автокласс,37
912,0933139894,Кудрявцева,Галина,Натановна,1995-08-25,Ж,2013,А,1,Физика вождения,5
913,9300474701,Афанасьев,Якуб,Ильясович,1979-06-01,М,2003,А,4,Ментор,86
914,9946402107,Богданов,Онуфрий,Августович,1998-04-04,М,2019,M,2,Бумер,65
915,7610891650,Егоров,Святослав,Вячеславович,1972-10-02,М,2016,А,5,Практика,33
916,7742470803,Комиссарова,Марфа,Ждановна,1961-01-15,Ж,2003,А,5,Автополис,24
917,9149919101,Кузнецова,Полина,Макаровна,2003-06-27,Ж,2021,А,1,Ягуар,51
918,8323181134,Терентьев,Наркис,Теймуразович,1967-09-26,М,1995,А,4,Авто-Навык,70
919,5033139073,Смирнов,Алексей,Демидович,1995-12-14,М,2017,M,5,Вираж,57
920,7095971250,Пономарев,Евгений,Теймуразович,1999-09-30,М,2021,А,3,Центральная автошкола,64
921,9682700827,Беспалов,Всеволод,Демьянович,1980-12-30,М,2003,А,5,Шанс,24
922,6014234758,Гордеев,Климент,Фомич,1977-10-23,М,2010,M,2,Авто-Премиум,45
923,4651304547,Гущин,Мир,Аксёнович,1996-02-01,М,2017,А,4,Метеор,27
924,4398516355,Лукина,Алина,Мироновна,2001-04-16,Ж,2020,M,2,Минуэт,62
925,9589841269,Макарова,Агата,Натановна,1963-05-03,Ж,1983,M,2,Автоледи,56
926,1061282835,Гуляев,Гостомысл,Федосьевич,1953-01-20,М,1976,А,2,Автофакультет,10
927,4807831481,Никитин,Изяслав,Германович,1994-11-08,М,2014,M,4,Автостарт,77
928,1890558862,Петрова,Ангелина,Валериевна,1997-07-14,Ж,2015,А,5,Транс-Миссия,4
929,2233689893,Быкова,Лариса,Тимофеевна,1994-02-01,Ж,2020,А,1,Минуэт,41
930,6969605910,Орлова,Синклитикия,Владимировна,2001-10-11,Ж,2021,А,1,Зебра,54
931,3524779453,Лапин,Симон,Дмитриевич,1988-09-15,М,2008,А,5,Норд-Вест,47
932,7211241574,Кудрявцев,Аникей,Валерьянович,1995-02-22,М,2015,А,3,Лидер,25
933,4454919889,Кононов,Мир,Фадеевич,1974-06-01,М,2007,А,3,Автодрайв,26
934,9927265866,Потапов,Потап,Виленович,1992-01-05,М,2016,M,2,Метеор,59
